t	x0	y0	x1	y1	lam1	lam2
9.15	0.76756	-0.640977	0.884067	0.352213	9.54431	-2.33587
9.16	0.758145	-0.652086	0.867673	0.341898	10.1511	-2.6506
9.17	0.747931	-0.663776	0.851308	0.330866	10.809	-2.98589
9.18	0.736878	-0.676026	0.834973	0.319151	11.52	-3.34238
9.19	0.724942	-0.68881	0.818672	0.306788	12.2854	-3.72044
9.2	0.712081	-0.702098	0.802405	0.293815	13.1066	-4.1202
9.21	0.698248	-0.715856	0.786176	0.280271	13.9842	-4.54144
9.22	0.6834	-0.730045	0.769987	0.2662	14.9185	-4.98352
9.23	0.667488	-0.74462	0.753841	0.251644	15.909	-5.44537
9.24	0.650468	-0.759534	0.737742	0.236651	16.9547	-5.92539
9.25	0.632294	-0.774729	0.721696	0.221267	18.0533	-6.42139
9.26	0.612921	-0.790144	0.705707	0.205542	19.2018	-6.93056
9.27	0.592308	-0.805712	0.689782	0.189526	20.3959	-7.44939
9.28	0.570415	-0.821357	0.673931	0.173271	21.6301	-7.97365
9.29	0.547206	-0.836998	0.658163	0.156828	22.8975	-8.49841
9.3	0.522652	-0.852546	0.642489	0.140248	24.1901	-9.01797
9.31	0.496728	-0.867906	0.626925	0.123582	25.4983	-9.52596
9.32	0.469415	-0.882978	0.611484	0.106879	26.811	-10.0153
9.33	0.440703	-0.897653	0.596187	0.0901854	28.1162	-10.4785
9.34	0.410592	-0.911819	0.581053	0.0735451	29.4004	-10.9075
9.35	0.37909	-0.92536	0.566106	0.0569973	30.6492	-11.2937
9.36	0.346219	-0.938154	0.55137	0.0405764	31.8476	-11.6288
9.37	0.312009	-0.950079	0.536874	0.0243109	32.9799	-11.9041
9.38	0.276506	-0.961012	0.522645	0.0082224	34.03	-12.1112
9.39	0.239768	-0.97083	0.508715	-0.00767545	34.9823	-12.2421
9.4	0.201864	-0.979414	0.495114	-0.0233776	35.8211	-12.2892
9.41	0.162881	-0.986646	0.481873	-0.0388884	36.5317	-12.2457
9.42	0.122915	-0.992417	0.469022	-0.0542222	37.1001	-12.1055
9.43	0.0820773	-0.996626	0.45659	-0.069404	37.5138	-11.8635
9.44	0.0404902	-0.99918	0.4446	-0.0844696	37.7617	-11.5158
9.45	-0.00171275	-0.999999	0.433075	-0.0994656	37.834	-11.0593
9.46	-0.0443879	-0.999014	0.422029	-0.114449	37.7234	-10.4925
9.47	-0.0873832	-0.996175	0.41147	-0.129488	37.4239	-9.81487
9.48	-0.13054	-0.991443	0.401398	-0.14466	36.9321	-9.02732
9.49	-0.173694	-0.9848	0.391804	-0.16005	36.2465	-8.13204
9.5	-0.216677	-0.976243	0.382666	-0.175752	35.368	-7.1326
9.51	-0.259323	-0.965791	0.373953	-0.191864	34.2996	-6.03397
9.52	-0.301461	-0.953479	0.365618	-0.208492	33.0468	-4.84261
9.53	-0.342927	-0.939362	0.357603	-0.22574	31.6176	-3.56644
9.54	-0.383561	-0.923516	0.349834	-0.243713	30.0225	-2.21496
9.55	-0.423208	-0.906033	0.342225	-0.262516	28.2742	-0.799238
9.56	-0.461721	-0.887025	0.334673	-0.282247	26.3885	0.668021
9.57	-0.498967	-0.866621	0.327064	-0.302996	24.3835	2.17253
9.58	-0.534819	-0.844967	0.319274	-0.324846	22.2799	3.69846
9.59	-0.569167	-0.822222	0.311166	-0.347866	20.1009	5.22858
9.6	-0.601915	-0.79856	0.302596	-0.372111	17.8719	6.74448
9.61	-0.632982	-0.774167	0.293416	-0.39762	15.6202	8.22688
9.62	-0.662302	-0.749237	0.283473	-0.424415	13.3747	9.65609
9.63	-0.689827	-0.723975	0.272619	-0.4525	11.165	11.0125
9.64	-0.715526	-0.698586	0.260707	-0.48186	9.02104	12.2773
9.65	-0.739385	-0.673283	0.247599	-0.512463	6.97195	13.433
9.66	-0.761407	-0.648274	0.233168	-0.544259	5.04531	14.4644
9.67	-0.78161	-0.623767	0.217304	-0.577184	3.2662	15.3593
9.68	-0.800027	-0.599964	0.19991	-0.611158	1.65633	16.1087
9.69	-0.816704	-0.577057	0.180911	-0.646093	0.233338	16.7079
9.7	-0.831696	-0.555231	0.16025	-0.681893	-0.989762	17.1562
9.71	-0.845071	-0.534654	0.137892	-0.718456	-2.00484	17.4574
9.72	-0.8569	-0.515482	0.113824	-0.755679	-2.80862	17.6195
9.73	-0.86726	-0.497855	0.0880492	-0.793462	-3.40243	17.6541
9.74	-0.876229	-0.481896	0.0605924	-0.831704	-3.79157	17.5764
9.75	-0.883882	-0.467711	0.0314925	-0.870315	-3.9846	17.404
9.76	-0.890292	-0.45539	0.000802136	-0.909208	-3.99236	17.1565
9.77	-0.895527	-0.445007	-0.031415	-0.948306	-3.82697	16.8546
9.78	-0.899646	-0.436619	-0.0650872	-0.987538	-3.50076	16.52
9.79	-0.902699	-0.430273	-0.100137	-1.02684	-3.02525	16.1742
9.8	-0.904723	-0.426	-0.136485	-1.06616	-2.41011	15.839
9.81	-0.905745	-0.423823	-0.174051	-1.10546	-1.66221	15.5359
9.82	-0.905777	-0.423754	-0.212753	-1.14467	-0.78464	15.2867
9.83	-0.904817	-0.4258	-0.252516	-1.18376	0.224311	15.1136
9.84	-0.902847	-0.429962	-0.293266	-1.22269	1.37236	15.0402
9.85	-0.899831	-0.436238	-0.334934	-1.2614	2.67469	15.0927
9.86	-0.895717	-0.444624	-0.377456	-1.29985	4.15597	15.3013
9.87	-0.890433	-0.455115	-0.420772	-1.33796	5.85308	15.7027
9.88	-0.883883	-0.467707	-0.464826	-1.37567	7.81919	16.3432
9.89	-0.875951	-0.4824	-0.509565	-1.41286	10.1296	17.2834
9.9	-0.866491	-0.499193	-0.554937	-1.44942	12.8903	18.6045
9.91	-0.855324	-0.518093	-0.600887	-1.48518	16.2516	20.4185
9.92	-0.842237	-0.539107	-0.647353	-1.51993	20.427	22.8825
9.93	-0.826971	-0.562245	-0.694259	-1.5534	25.7229	26.2196
9.94	-0.809214	-0.587515	-0.741502	-1.58522	32.5804	30.7493
9.95	-0.788595	-0.614913	-0.788936	-1.61491	41.6317	36.9276
9.96	-0.764677	-0.644413	-0.83634	-1.64184	53.7586	45.3879
9.97	-0.736964	-0.675932	-0.883372	-1.66516	70.1003	56.9443
9.98	-0.704926	-0.709281	-0.929498	-1.68374	91.8353	72.4303
9.99	-0.668092	-0.744078	-0.973898	-1.69617	119.314	92.07
10	-0.626231	-0.779637	-1.01537	-1.70081	149.968	113.969
